 CLARK Y AIRFOIL reversed
1.000000 0.000000
0.999500 0.002340
0.999000 0.003730
0.998000 0.005800
0.996000 0.008920
0.992000 0.013740
0.988000 0.017860
0.980000 0.025370
0.970000 0.033020
0.960000 0.039130
0.950000 0.044280
0.940000 0.048760
0.920000 0.056430
0.900000 0.063000
0.880000 0.068620
0.860000 0.073440
0.840000 0.077570
0.820000 0.081070
0.800000 0.083920
0.780000 0.086140
0.760000 0.087830
0.740000 0.089080
0.720000 0.090000
0.700000 0.090680
0.680000 0.091190
0.660000 0.091510
0.640000 0.091630
0.620000 0.091520
0.600000 0.091170
0.580000 0.090570
0.560000 0.089720
0.540000 0.088640
0.520000 0.087360
0.500000 0.085880
0.480000 0.084210
0.460000 0.082370
0.440000 0.080350
0.420000 0.078150
0.400000 0.075760
0.380000 0.073210
0.360000 0.070480
0.340000 0.067600
0.320000 0.064580
0.300000 0.061430
0.280000 0.058160
0.260000 0.054770
0.240000 0.051260
0.220000 0.047630
0.200000 0.043880
0.180000 0.040020
0.160000 0.036050
0.140000 0.031970
0.120000 0.027790
0.100000 0.023500
0.080000 0.019120
0.060000 0.014620
0.040000 0.010020
0.030000 0.007690
0.020000 0.005330
0.010000 0.002970
0.000000 -0.000600
0.000000 -0.000600
0.010000 -0.000970
0.020000 -0.001330
0.030000 -0.001700
0.040000 -0.002070
0.060000 -0.002800
0.080000 -0.003540
0.100000 -0.004270
0.120000 -0.005010
0.140000 -0.005740
0.160000 -0.006480
0.180000 -0.007210
0.200000 -0.007940
0.220000 -0.008680
0.240000 -0.009410
0.260000 -0.010150
0.280000 -0.010880
0.300000 -0.011620
0.320000 -0.012350
0.340000 -0.013090
0.360000 -0.013820
0.380000 -0.014560
0.400000 -0.015290
0.420000 -0.016020
0.440000 -0.016760
0.460000 -0.017490
0.480000 -0.018230
0.500000 -0.018960
0.520000 -0.019700
0.540000 -0.020440
0.560000 -0.021170
0.580000 -0.021900
0.600000 -0.022630
0.620000 -0.023360
0.640000 -0.024090
0.660000 -0.024820
0.680000 -0.025560
0.700000 -0.026310
0.720000 -0.027070
0.740000 -0.027820
0.760000 -0.028520
0.780000 -0.029140
0.800000 -0.029670
0.820000 -0.030050
0.840000 -0.030250
0.860000 -0.030240
0.880000 -0.029960
0.900000 -0.029380
0.920000 -0.028460
0.940000 -0.027130
0.950000 -0.026050
0.960000 -0.024520
0.970000 -0.022610
0.980000 -0.020270
0.988000 -0.016970
0.992000 -0.014290
0.996000 -0.010510
0.998000 -0.007810
0.999000 -0.005940
0.999500 -0.004670
1.000000 0.000600
