 CLARK Y AIRFOIL with circle
1.000000 0.000600
0.990000 0.002970
0.980000 0.005330
0.970000 0.007690
0.960000 0.010020
0.940000 0.014620
0.920000 0.019120
0.900000 0.023500
0.880000 0.027790
0.860000 0.031970
0.840000 0.036050
0.820000 0.040020
0.800000 0.043880
0.780000 0.047630
0.760000 0.051260
0.740000 0.054770
0.720000 0.058160
0.700000 0.061430
0.680000 0.064580
0.660000 0.067600
0.640000 0.070480
0.620000 0.073210
0.600000 0.075760
0.580000 0.078150
0.560000 0.080350
0.540000 0.082370
0.520000 0.084210
0.500000 0.085880
0.480000 0.087360
0.460000 0.088640
0.440000 0.089720
0.420000 0.090570
0.400000 0.091170
0.380000 0.091520
0.360000 0.091630
0.340000 0.091510
0.320000 0.091190
0.300000 0.090680
0.280000 0.090000
0.260000 0.089080
0.240000 0.087830
0.220000 0.086140
0.200000 0.083920
0.180000 0.081070
0.160000 0.077570
0.140000 0.073440
0.120000 0.068620
0.100000 0.063000
0.080000 0.056430
0.060000 0.048760
0.050000 0.044280
0.040000 0.039130
0.030000 0.033020
0.020000 0.025370
0.012000 0.017860
0.008000 0.013740
0.004000 0.008920
0.002000 0.005800
0.001000 0.003730
0.000500 0.002340
0.000000 0.000000
0.000500 -0.004670
0.001000 -0.005940
0.002000 -0.007810
0.004000 -0.010510
0.008000 -0.014290
0.012000 -0.016970
0.020000 -0.020270
0.030000 -0.022610
0.040000 -0.024520
0.050000 -0.026050
0.060000 -0.027130
0.080000 -0.028460
0.100000 -0.029380
0.120000 -0.029960
0.140000 -0.030240
0.160000 -0.030250
0.180000 -0.030050
0.200000 -0.029670
0.220000 -0.029140
0.240000 -0.028520
0.250000 -0.028520
0.250000 -0.025000
0.243733 -0.024606
0.237566 -0.023429
0.231594 -0.021489
0.225912 -0.018815
0.220611 -0.015451
0.215773 -0.011448
0.211474 -0.006871
0.207784 -0.001791
0.204759 0.003711
0.202447 0.009549
0.200886 0.015631
0.200099 0.021860
0.200099 0.028140
0.200886 0.034369
0.202447 0.040451
0.204759 0.046289
0.207784 0.051791
0.211474 0.056871
0.215773 0.061448
0.220611 0.065451
0.225912 0.068815
0.231594 0.071489
0.237566 0.073429
0.243733 0.074606
0.250000 0.075000
0.256267 0.074606
0.262434 0.073429
0.268406 0.071489
0.274088 0.068815
0.279389 0.065451
0.284227 0.061448
0.288526 0.056871
0.292216 0.051791
0.295241 0.046289
0.297553 0.040451
0.299114 0.034369
0.299901 0.028140
0.299901 0.021860
0.299114 0.015631
0.297553 0.009549
0.295241 0.003711
0.292216 -0.001791
0.288526 -0.006871
0.284227 -0.011448
0.279389 -0.015451
0.274088 -0.018815
0.268406 -0.021489
0.262434 -0.023429
0.256267 -0.024606
0.250000 -0.025000
0.250000 -0.028520
0.260000 -0.027820
0.280000 -0.027070
0.300000 -0.026310
0.320000 -0.025560
0.340000 -0.024820
0.360000 -0.024090
0.380000 -0.023360
0.400000 -0.022630
0.420000 -0.021900
0.440000 -0.021170
0.460000 -0.020440
0.480000 -0.019700
0.500000 -0.018960
0.520000 -0.018230
0.540000 -0.017490
0.560000 -0.016760
0.580000 -0.016020
0.600000 -0.015290
0.620000 -0.014560
0.640000 -0.013820
0.660000 -0.013090
0.680000 -0.012350
0.700000 -0.011620
0.720000 -0.010880
0.740000 -0.010150
0.760000 -0.009410
0.780000 -0.008680
0.800000 -0.007940
0.820000 -0.007210
0.840000 -0.006480
0.860000 -0.005740
0.880000 -0.005010
0.900000 -0.004270
0.920000 -0.003540
0.940000 -0.002800
0.960000 -0.002070
0.970000 -0.001700
0.980000 -0.001330
0.990000 -0.000970
1.000000 -0.000600
